Total budget,Pääluokan nimi,Menoluvun nimi,Menomomentin nimi,total
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Aikuiskoulutus,Valtionosuus ja -avustus oppisopimuskoulutukseen,110042000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Aikuiskoulutus,Nuorten aikuisten osaamisohjelma ja aikuisten osaamisperustan vahvistaminen,57440000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Aikuiskoulutus,Valtionosuus ammatillisten erikoisoppilaitosten käyttökustannuksiin,16055000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Aikuiskoulutus,Valtionavustus järjestöille,7366000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Suomen Akatemian toimintamenot,10423000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Arkistolaitoksen toimintamenot,18688000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Kotimaisten kielten keskuksen toimintamenot,1464000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Varastokirjaston toimintamenot,1863000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Korkeakoululaitoksen ja tieteen yhteiset menot,48040000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Tutkimusinfrastruktuurihankkeiden rahoitus,8500000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Valtionosuus ja -avustus kunnallisten ja yksityisten ammattikorkeakoulujen käyttökustannuksiin,0
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Valtionrahoitus yliopistojen toimintaan,1904269000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Suomen Akatemian tutkimusmäärärahat,139097000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Erityinen valtionrahoitus Helsingin yliopiston ja Itä-Suomen yliopiston opetus- ja tutkimustoimintaan,30299000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Veikkauksen ja raha-arpajaisten voittovarat tieteen edistämiseen,102601000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Strateginen tutkimusrahoitus,14631000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Valtionrahoitus ammattikorkeakoulujen toimintaan,861787000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Rahoitusosuudet kansainvälisille järjestöille,17415000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Korkeakouluopetus ja tutkimus,Valtion rahoitus ammattikorkeakoulujen pääomaan,50000000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Opintotuki,Opintotuen muutoksenhakulautakunnan toimintamenot,700000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Opintotuki,Opintolainojen valtiontakaus,30200000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Opintotuki,Opintoraha ja asumislisä,800076000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Opintotuki,Korkeakouluopiskelijoiden ateriatuki,31361000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Opintotuki,Avustus vuokrakustannusten korvaamiseen,2100000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Opintotuki,Lukiokoulutuksen ja ammatillisen koulutuksen opiskelijoiden koulumatkatuki,52000000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Taiteen edistämiskeskuksen toimintamenot,4382000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Suomenlinnan hoitokunnan toimintamenot,2524000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Museoviraston toimintamenot,19422000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Näkövammaisten kirjaston toimintamenot,5649000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Kansallisen audiovisuaalisen instituutin toimintamenot,6935000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Ylimääräiset taiteilija- ja sanomalehtimieseläkkeet,18848000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Museoviraston kulttuuri- ja nähtävyyskohteiden tilakustannukset,16945000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Valtionavustukset yleisten kirjastojen toimintaan,4750000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Valtionosuus ja -avustus teattereiden ja orkestereiden käyttökustannuksiin,38401000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Valtionosuudet ja -avustukset museoille,16411000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Valtionavustukset kuntien ja alueiden kulttuuritoiminnan kehittämiseen,106000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Valtionosuus ja -avustus yleisten kirjastojen perustamiskustannuksiin,4500000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Valtionavustus Suomen itsenäisyyden 100-vuotisjuhlavuoden merkkihankkeen perustamiskustannuksiin,5000000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Korvaus Suomenlinnan huoltoliikenteen käyttötappioon,252000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Yksityisen kopioinnin hyvitys,11000000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Eräät avustukset,1122000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Apurahat taiteilijoille kirjailijoille ja kääntäjille,14470000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Veikkauksen ja raha-arpajaisten voittovarat taiteen edistämiseen,236962000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Valtionavustus tilakustannuksiin,29837000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Valtionavustus taide- ja kulttuurilaitosten toimitilainvestointeihin,8177000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Kulttuuriperinnön digitoinnin tukeminen,2200000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Eräät avustukset Kansallisgallerialle,11245000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Kaluston hankinta,150000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Kansallisgallerian kokoelman kartuttaminen,739000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Toimitilojen ja kiinteistövarallisuuden perusparannukset ja kunnossapito,3149000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Taide ja kulttuuri,Kulttuuriympäristön suojelusta aiheutuvat menot,50000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Liikuntatoimi,Veikkauksen ja raha-arpajaisten voittovarat urheilun ja liikuntakasvatuksen edistämiseen,148194000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Liikuntatoimi,Valtionosuus liikunnan koulutuskeskuksille ja rahoitus liikuntatieteellisten hankkeiden arviointikustannuksiin,557000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Liikuntatoimi,Avustus Helsingin Olympiastadionin perusparannukseen,40000000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Nuorisotyö,Veikkauksen ja raha-arpajaisten voittovarat nuorisotyön edistämiseen,53362000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Nuorisotyö,Nuorten työpajatoiminta ja etsivä nuorisotyö,21000000
Koko budjetti,OPETUS- JA KULTTUURIMINISTERIÖN HALLINNONALA,Nuorisotyö,Saamelaisten kulttuuri- ja kielipesätoiminta,400000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Hallinto ja tutkimus,Maa- ja metsätalousministeriön toimintamenot,23818000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Hallinto ja tutkimus,Maa- ja metsätalousministeriön tietopalvelukeskuksen toimintamenot,0
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Hallinto ja tutkimus,Lautakuntien toimintamenot,0
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Hallinto ja tutkimus,Luonnonvarakeskuksen toimintamenot,90442000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Hallinto ja tutkimus,Kansainvälinen yhteistyö,669000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Hallinto ja tutkimus,Tutkimus ja kehittäminen,1593000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Hallinto ja tutkimus,Maa- ja metsätalousministeriön hallinnonalan arvonlisäveromenot,27729000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Hallinto ja tutkimus,Eräät jäsenmaksut ja rahoitusosuudet,3714000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maaseudun kehittäminen,Maatalouden aloittamis- ja investointiavustukset,22000000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maaseudun kehittäminen,Maaseutuelinkeinotoiminnan korkotuki,32800000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maaseudun kehittäminen,Luopumistuet ja -eläkkeet,76630000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maaseudun kehittäminen,Eläinten hyvinvointikorvaukset,64933000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maaseudun kehittäminen,Valtionapu maaseudun elinkeinojen kehittämiseen,6568000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maaseudun kehittäminen,Porotalouden edistäminen,1764000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maaseudun kehittäminen,Hevostalouden edistäminen totopeleistä valtion osuutena kertyvillä varoilla,912000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maaseudun kehittäminen,Valtionapu 4H-toimintaan,4170000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maaseudun kehittäminen,EU:n osallistuminen maaseudun kehittämiseen,70500000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maaseudun kehittäminen,Valtion rahoitusosuus EU:n osaksi rahoittamasta maaseudun kehittämisestä,73400000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maaseudun kehittäminen,EU:n ja valtion rahoitusosuus alueelliseen ja paikalliseen maaseudun kehittämiseen,55120000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,Maa- ja elintarviketalouden tutkimuskeskuksen toimintamenot,0
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,Elintarviketurvallisuusviraston toimintamenot,41757000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,Maaseutuviraston toimintamenot,25307000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,Eläinlääkintähuolto ja kasvintuhoojien torjunta,6278000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,Maa- ja puutarhatalouden kansallinen tuki,325400000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,EU-tulotuki ja EU-markkinatuki,531000000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,Eräät korvaukset,230000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,Ympäristökorvaukset luonnonmukainen tuotanto neuvonta ja ei-tuotannolliset investoinnit,338334000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,Luonnonhaittakorvaukset,551888000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,EU:n osarahoittama ruokaketjun kehittäminen,3605000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,Kansallinen ruokaketjun kehittäminen,3509000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,Siirto interventiorahastoon,400000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maa- ja elintarviketalous,Eräät valtionavut,5580000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Riista- ja kalatalouden tutkimuslaitoksen toimintamenot,0
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Kalakannan hoitovelvoitteet,2900000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Vesivarojen käytön ja hoidon menot,12752000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Luonnonvara- ja biotalouden edistäminen,9010000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Vesihuollon ja tulvasuojelun tukeminen,12679000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Eräät luonnonvaratalouden korvaukset,1245000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Hirvieläinten aiheuttamien vahinkojen korvaaminen,3400000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Petoeläinten aiheuttamien vahinkojen korvaaminen,4300000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Tuki puuntuotannon kestävyyden turvaamiseen,51230000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Metsäluonnon hoidon edistäminen,6027000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Valtionapu Suomen metsäkeskukselle,42720000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Pienpuun energiatuki,7000000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Poikkeuksellisten tulvien aiheuttamien vahinkojen korvaaminen,100000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Riistatalouden edistäminen,10213000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Kalatalouden edistäminen,9577000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Eräät metsätalouden valtionavut,1443000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Elinkeinokalatalouden edistäminen,36384000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Kalataloudelliset rakentamis- ja kunnostushankkeet,757000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Luonnonvaratalous,Lainat puuntuotannon kestävyyden turvaamiseen,50000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Metsätalous,Metsäntutkimuslaitoksen toimintamenot,0
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Metsähallitus,Metsähallituksen eräät julkiset hallintotehtävät,6250000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maanmittaus ja tietovarannot,Maanmittauslaitoksen toimintamenot,47506000
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maanmittaus ja tietovarannot,Geodeettisen laitoksen toimintamenot,0
Koko budjetti,MAA- JA METSÄTALOUSMINISTERIÖN HALLINNONALA,Maanmittaus ja tietovarannot,Kiinteistötoimitusten tukemisesta aiheutuvat menot,5000000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Hallinto ja toimialan yhteiset menot,Liikenne- ja viestintäministeriön toimintamenot,16483000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Hallinto ja toimialan yhteiset menot,Liikenne- ja viestintäministeriön hallinnonalan tuottavuusmääräraha,1660000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Hallinto ja toimialan yhteiset menot,Liikenne- ja viestintäministeriön hallinnonalan arvonlisäveromenot,352984000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Hallinto ja toimialan yhteiset menot,Eräät valtionavut,978000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenneverkko,Liikenneviraston toimintamenot,81080000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenneverkko,Perusväylänpito,932909000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenneverkko,Valtionavustus länsimetron rakentamiseen,88713000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenneverkko,Valtionavustus eräiden lentopaikkojen rakentamiseen ja ylläpitoon,1000000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenneverkko,Valtionavustus yksityisten teiden kunnossapitoon ja parantamiseen,5000000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenneverkko,Jäänmurtajan hankinta,55000000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenneverkko,Maa- ja vesialueiden hankinnat ja korvaukset,34997000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenneverkko,Väyläverkon kehittäminen,340141000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenneverkko,Eräät väylähankkeet,22000000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenneverkko,Elinkaarirahoitushankkeet,97750000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenteen viranomaispalvelut,Liikenteen turvallisuusviraston toimintamenot,49589000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenteen viranomaispalvelut,Ajoneuvojen romutuspalkkiokokeilu,3000000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenteen tukeminen ja ostopalvelut,Valtionavustus koulutuksesta,841000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenteen tukeminen ja ostopalvelut,Meriliikenteessä käytettävien alusten kilpailukyvyn parantaminen,86420000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenteen tukeminen ja ostopalvelut,Alusinvestointien ympäristötuki,0
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenteen tukeminen ja ostopalvelut,Lästimaksuista suoritettavat avustukset,0
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenteen tukeminen ja ostopalvelut,Luotsauksen hintatuki,4200000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenteen tukeminen ja ostopalvelut,Joukkoliikenteen palvelujen osto ja kehittäminen,103159000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenteen tukeminen ja ostopalvelut,Saariston yhteysalusliikennepalvelujen ostot ja kehittäminen,12225000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Liikenteen tukeminen ja ostopalvelut,Yhteysalusliikennepalvelujen ostosopimukset,5303000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Viestintäpalvelut ja -verkot sekä viestinnän tukeminen,Viestintäviraston toimintamenot,11894000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Viestintäpalvelut ja -verkot sekä viestinnän tukeminen,Uusien teknologioiden ja liiketoimintamallien edistäminen,300000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Viestintäpalvelut ja -verkot sekä viestinnän tukeminen,Sanomalehdistön tuki,500000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Viestintäpalvelut ja -verkot sekä viestinnän tukeminen,Median innovaatiotuki,20000000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Viestintäpalvelut ja -verkot sekä viestinnän tukeminen,Valtionavustus valtakunnallisen laajakaistahankkeen toteuttamiseen,16000000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Viestintäpalvelut ja -verkot sekä viestinnän tukeminen,Siirto valtion televisio- ja radiorahastoon,507948000
Koko budjetti,LIIKENNE- JA VIESTINTÄMINISTERIÖN HALLINNONALA,Tutkimus,Ilmatieteen laitoksen toimintamenot,45428000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Hallinto,Työ- ja elinkeinoministeriön toimintamenot,40725000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Hallinto,Elinkeino- liikenne- ja ympäristökeskusten toimintamenot,213161000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Hallinto,Siviilipalvelus,4939000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Hallinto,Työ- ja elinkeinoministeriön hallinnonalan tuottavuusmääräraha,663000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Hallinto,Työ- ja elinkeinoministeriön hallinnonalan arvonlisäveromenot,88961000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Hallinto,Siirrot hallinnonalan rahastoihin,20000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Hallinto,Kansainvälisten järjestöjen jäsenmaksut ja rahoitusosuudet,9507000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Hallinto,Teknologian tutkimuskeskus VTT Oy:n oman pääoman korottaminen,42000000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Geologian tutkimuskeskuksen toimintamenot,36110000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Teknologian tutkimuskeskus VTT:n toimintamenot,0
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Mittatekniikan keskuksen toimintamenot,0
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Innovaatiorahoituskeskus Tekesin toimintamenot,40372000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Matkailun edistämiskeskuksen toimintamenot,0
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Tutkimus- kehittämis- ja innovaatiotoiminnan tukeminen,367571000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Valtionavustus yritysten kansainvälistymisen ja kasvun edistämiseen,51792000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Innovaatiokeskittymien kehittäminen,9800000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Kansainvälistymisavustus yritysten yhteishankkeisiin,14518000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Valtionavustus yksittäisten yritysten hankevalmisteluun Venäjällä,0
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Yritysten tutkimus- ja kehittämishankkeiden valmistelu,0
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Laivanrakennuksen innovaatiotuki,0
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Finnvera Oyj:n tappiokorvaukset,54338000
Koko budjetti,TYÖ- JA ELINKEINOMINISTERIÖN HALLINNONALA,Elinkeino- ja innovaatiopolitiikka,Korko- ja muu tuki julkisesti tuetuille vienti- ja alusluotoille,11800000
