Total budget,Osaston nimi,Tuloluvun nimi,Tulomomentin nimi,total
Koko budjetti,SEKALAISET TULOT,Sisäministeriön hallinnonala,Sisäministeriön hallinnonalan muut tulot,450000
Koko budjetti,SEKALAISET TULOT,Puolustusministeriön hallinnonala,Puolustushallinnon rakennuslaitoksen tulot,8000
Koko budjetti,SEKALAISET TULOT,Puolustusministeriön hallinnonala,Tulot irtaimen omaisuuden myynnistä ja rojaltimaksuista,18000
Koko budjetti,SEKALAISET TULOT,Puolustusministeriön hallinnonala,Puolustusministeriön hallinnonalan muut tulot,5200000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Tullin tulot,2500000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Kuntien osuudet verotuskustannuksista,136621000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Kansaneläkelaitoksen osuus verotuskustannuksista,26170000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Evankelisluterilaisten seurakuntien osuudet verotuskustannuksista,15081000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Valtion tieto- ja viestintätekniikkakeskuksen eräät tulot,5200000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Metallirahatulot,15000000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Siirto valtion eläkerahastosta,1784620000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Muiden eläkelaitosten puolesta maksettujen eläkemenojen hyvitykset,186154000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Vakuutusmaksuja vastaavat maksut,19796000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Työturvallisuusmaksu,900000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Tulot rahoitusmarkkinoiden vakauttamisesta,0
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Euroopan unionin perinteisten omien varojen kantopalkkiot,34000000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Euroopan unionilta saatavat tulot matkamenojen korvaamiseen,1500000
Koko budjetti,SEKALAISET TULOT,Valtiovarainministeriön hallinnonala,Valtiovarainministeriön hallinnonalan muut tulot,17965000
Koko budjetti,SEKALAISET TULOT,Opetus- ja kulttuuriministeriön hallinnonala,Opintotukitoiminnan tulot,24000000
Koko budjetti,SEKALAISET TULOT,Opetus- ja kulttuuriministeriön hallinnonala,Valtion osuus veikkauksen ja raha-arpajaisten voittovaroista,537403000
Koko budjetti,SEKALAISET TULOT,Opetus- ja kulttuuriministeriön hallinnonala,Opetus- ja kulttuuriministeriön hallinnonalan muut tulot,4000000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,EU:n maataloustukirahastosta saatavat tulot,599903000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Maaseudun kehittämiseen saatavat tulot EU:lta,325000000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Elinkeinokalatalouden kehittämiseen saatavat tulot EU:lta,10000000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,EU:lta saatavat muut tulot,477000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Valtion osuus totopeleistä saadusta tulosta,1040000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Kasvinjalostusmaksut,0
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Vesioikeudelliset kalatalousmaksut,3000000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Tenojoen kalastuslupamaksut,500000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Hirvieläinten metsästysmaksut,3400000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Kalastonhoitomaksut,10400000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Riistanhoitomaksut,10130000
Koko budjetti,SEKALAISET TULOT,Maa- ja metsätalousministeriön hallinnonala,Maa- ja metsätalousministeriön hallinnonalan muut tulot,6000000
Koko budjetti,SEKALAISET TULOT,Liikenne- ja viestintäministeriön hallinnonala,Liikenneviraston tulot,136194000
Koko budjetti,SEKALAISET TULOT,Liikenne- ja viestintäministeriön hallinnonala,Liikenne- ja viestintäministeriön hallinnonalan muut tulot,650000
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,Turvallisuus- ja kemikaaliviraston tulot,2850000
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,Palkkaturvamaksujen palautukset,42865000
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,EU:n rakennerahastoista ja muista koheesiopolitiikan rahastoista saatavat tulot,120000000
Koko budjetti,SEKALAISET TULOT,Työ- ja elinkeinoministeriön hallinnonala,Työ- ja elinkeinoministeriön hallinnonalan muut tulot,103100000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Sosiaali- ja terveysalan lupa- ja valvontaviraston tulot,1600000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Terveyden ja hyvinvoinnin laitoksen tulot,500000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Raha-automaattiyhdistyksen tuotto,426788000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Valtionapujen palautukset,93200000
Koko budjetti,SEKALAISET TULOT,Sosiaali- ja terveysministeriön hallinnonala,Sosiaali- ja terveysministeriön hallinnonalan muut tulot,1305000
Koko budjetti,SEKALAISET TULOT,Ympäristöministeriön hallinnonala,Korvaukset ympäristövahinkojen torjuntatoimista,2150000
Koko budjetti,SEKALAISET TULOT,Ympäristöministeriön hallinnonala,Siirto valtion asuntorahastosta,47000000
Koko budjetti,SEKALAISET TULOT,Ympäristöministeriön hallinnonala,Ympäristöministeriön hallinnonalan muut tulot,3500000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Sakkotulot ja tulot hallinnollisista maksuseuraamuksista,188000000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Verotukseen liittyvät korkotulot,75000000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Siirrettyjen määrärahojen peruutukset,100000000
Koko budjetti,SEKALAISET TULOT,Muut sekalaiset tulot,Muut sekalaiset tulot,2500000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Korkotulot,Korot valtion lainoista liikelaitoksille,12500000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Korkotulot,Korot muista lainoista,81238000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Korkotulot,Korot talletuksista,3300000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Korkotulot,Muiden eläkelaitosten puolesta maksettujen eläkemenojen ja valtion muille eläkelaitoksille maksamien ennakoiden korkotulot,34100000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Osinkotulot ja osakkeiden myyntitulot,Osinkotulot pääomanpalautukset ja osakkeiden myyntitulot,1967000000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Osuus valtion rahalaitosten voitosta,Osuus Suomen Pankin voitosta,130000000
Koko budjetti,KORKOTULOT OSAKKEIDEN MYYNTITULOT JA VOITON TULOUTUKSET,Valtion liikelaitosten voiton tuloutukset,Valtion liikelaitosten voiton tuloutukset,220000000
Koko budjetti,LAINAT,Valtiolle takaisin maksettavat lainat,Takaisinmaksut valtion lainoista liikelaitoksille,68800000
Koko budjetti,LAINAT,Valtiolle takaisin maksettavat lainat,Muiden lainojen lyhennykset,398000000
Koko budjetti,LAINAT,Valtion nettolainanotto ja velanhallinta,Nettolainanotto ja velanhallinta,5331502000
